wallet,cluster_id,cluster_size,suspicion_score,is_anomaly,cluster_risk_score,cluster_anomaly_count
1Pp2dZN4AecnrUupcpYtCZbEmBYAiwn9St,48,47,19.31,No,15.95,0
bc1q2zd372xf3xr8x3untrhjpu4c7pnxyr7pagecxe,48,47,15.1,No,15.95,0
3KYsc9kDPKnHFMhfCDj8dNPDWu7KozRind,48,47,54.77,No,15.95,0
bc1q6m3paz3h5znfjqmftdp02u4zy4m7tay7gekn5y,48,47,2.63,No,15.95,0
3PY3sEauz9hD1hY3iibE517sK56vB7u3zR,48,47,3.7,No,15.95,0
bc1qmsq793hyzmlp8ply60n6vzaq6c92sksngmx0gd,48,47,41.75,No,15.95,0
bc1qlp32guzde7x7k6706cgadqku5mcne237wn5mg2,48,47,8.39,No,15.95,0
3KbPPt56zfQjopaQGzEBvf8uTDqu9Ns7CG,48,47,8.15,No,15.95,0
bc1qxtwwn2szzkwq98ggvdeznwjfgf3ke3vq62056j,48,47,13.64,No,15.95,0
bc1pwugvcah3kq3eh6se5j8nqztyu9tdwq483c5fn3gs8ynszf0wu57qlcpy50,48,47,3.52,No,15.95,0
bc1q3xk0d3ks059gxw0gz63js4zd5e32lmswprx4la,48,47,3.88,No,15.95,0
1JPQGGF1i6KLaXp7BMLQx9ysnCk3BKNHmg,48,47,27.3,No,15.95,0
19MQaHGxRwnSEHTf5yGpTEeFCSa6SmwR1R,48,47,6.84,No,15.95,0
1AqNoMuofy5pdR7z9NVJWN4H4Br4pZK21B,48,47,3.35,No,15.95,0
bc1qs5ah7gata838tw6m8kf7armxusz23xzhx54ezr,48,47,20.59,No,15.95,0
bc1pu80q7p5tlme5vkscuuq2j5a5w6g0lfs4hxtsxqjjwzkjjjk5v76slvruyf,48,47,25.79,No,15.95,0
3HaWvbGuFPEDxHuokB1uu6JzHj7TBcGNcN,48,47,10.74,No,15.95,0
bc1prnrv2gux8uzt4v6veg290nktsrs6ur56jrfmpzsg0zchgwnzhdls4kmqkz,48,47,4.06,No,15.95,0
bc1qxqhlmqg488m5e82qqtydezpycdh98ktm9vgq3g,48,47,24.19,No,15.95,0
1LrceX6Tnv11WRfpgDaRV3CBxHQitA6DdN,48,47,13.93,No,15.95,0
14z9jUjxvaGXbcW1Z8BxsT41UNc7KihcWx,48,47,17.92,No,15.95,0
bc1q2kxhakflcsc98c0lqzjcvdx2a0pu4eaz8z40ma,48,47,33.29,No,15.95,0
1GC3RcAvURvYv3sjMbqZBnZfkz4ywYznjS,48,47,2.25,No,15.95,0
bc1qzwq4mxlj7ad54jd97cctsaxfcdpwagupdvrx5h,48,47,11.66,No,15.95,0
1PxfxgRaxopAX8xiMt3aaGAHQERtDFfRH8,48,47,19.32,No,15.95,0
bc1pdtxdddc04rmwjfs6l94349qp4hw9286z93wtgcr7qpfkf3qhu7zshkvk09,48,47,16.42,No,15.95,0
bc1q7x0mg6p9z495jz9yhr79gdnn8zts0zvrz5ejjz,48,47,2.85,No,15.95,0
1AoosZsnuFzeUa87UVTvAXC8EaM5mzgqXu,48,47,17.03,No,15.95,0
14KdtNrmxjvXHjK1vsnFxg2SdvT88HNv88,48,47,8.6,No,15.95,0
bc1q3sttaucwmpwnpk2tnypzscycerj9jnkud9z8dv,48,47,7.86,No,15.95,0
bc1pum40xsp3fmzvu8qaur3ugssk2wq2aqmk0sv6yht6me5cx0n0w6zq3tnvxl,48,47,5.54,No,15.95,0
3L6XZhbiSrjopUox7wjSgU6fmRrqKmJPca,48,47,22.97,No,15.95,0
3EhuSMkPTjG1mW6kzmLfGfunu1Zf9eturb,48,47,3.41,No,15.95,0
1LWffp8uehxBaH3qqEC39uAkGavzkgyTuA,48,47,1.63,No,15.95,0
1LqSUKY26aK96frkW9QVDXWq4aDfdkkK33,48,47,24.4,No,15.95,0
bc1qn40v5xqmfrnr6hfg9p2q6earxycyy20hvae0er,48,47,35.84,No,15.95,0
bc1qdq2npxd0yx5ztaddrxl60tdnr60cm3dswfeqgr,48,47,43.49,No,15.95,0
17nqUjSBqpgHv62pUCk1Dn9fMx8Xpmeurv,48,47,11.88,No,15.95,0
1Cp5WjUw7UUtYxSY3isYQtXGNN6QHPXrpA,48,47,17.09,No,15.95,0
1HpD8XAtoK9nxZT4ZX2oJH1kwopj9NqzVe,48,47,17.68,No,15.95,0
bc1q7p34ywtfrjl25fcclsvendqq0agjkn5d6qrtyk,48,47,17.9,No,15.95,0
1A6EETqtn8pCYWJX4rchpvpSdCZLwdkLKz,48,47,31.77,No,15.95,0
1PvghpBPYkQp6U9f3G79CqgPGvdUnaENUR,93,20,56.23,Yes,15.94,1
1BsX4fKQXigiUZB5h2dUWa2Vjr7XicQsP7,93,20,19.5,No,15.94,1
1MZDovuzvowb3RkVpZUx4aRWdEJJbwtdWD,93,20,10.96,No,15.94,1
bc1qar538rsenarygtvdvzsh2jhfwdqww9zdjw5sw5,93,20,2.98,No,15.94,1
bc1qkcl6rdqlhvyzafjz0kxzzknh6rqpjmwkx0ewxw,93,20,22.69,No,15.94,1
12sVvw8sF9sUyRGGBjzV77vp6e5KJUKegB,93,20,2.99,No,15.94,1
3N3ftbmYYxHNLFjUGErkdFoAcTtdKQMGdD,93,20,4.2,No,15.94,1
bc1pf8x6u043a63yey5ghf8jh8n5gq4fgfmx7hqrv6rw8wphu5wjsr2smlyv74,93,20,22.98,No,15.94,1
bc1q078d3z27vynvcvw95cltdnnyenhfklf7n6pj3z,93,20,1.78,No,15.94,1
bc1pjvaz5w4d6f0nqvmczalzxzxczgy4cnp6qzu2j5p6ysqedfc44frstrcm2u,93,20,10.92,No,15.94,1
bc1quw7hhktpw7xe26skw3r05qmjc3z27ajpft69d3,93,20,16.08,No,15.94,1
bc1q2lqwjfudvau75lsteuzw5tujte8uf4zpzfljtm,93,20,5.7,No,15.94,1
1BVrktJZnuqXd8qxTG33vDAukVzB9rCZK8,93,20,12.53,No,15.94,1
bc1qpf6ljhdr8uh642jdgmt9fzh0dheasnhvdvcuvg,93,20,42.17,No,15.94,1
bc1q2dka30l4mpvh2jwr82lgmvdsgm35yv95a3ar96,93,20,3.33,No,15.94,1
bc1qvxqus7el9unjl2vtfl8veafvwzc2rfl2g2n97l,93,20,29.9,No,15.94,1
bc1pmmtj6yzn68las7t8umth5uu2p9dxu8vucmf5vm527ze985gr32aq4h4exw,93,20,15.91,No,15.94,1
12VcJjYZQ1hqzXqq2Jpk8wPp79yvtQ7Shv,93,20,21.11,No,15.94,1
114opLxUeut8MNKwS7Tcy9nLzneKs2R7Wr,93,20,4.9,No,15.94,1
17BVrwWNjkzT3xf8VDzoRkAF2Czk8txnR5,93,20,11.94,No,15.94,1
19iXk5XLkM9X8vdu2kB27AqimjhPgZJjTZ,144,19,17.41,No,15.92,0
1LuyBxxEu4on8xwXZ6BaG5e6scPF3NzjMG,144,19,6.1,No,15.92,0
bc1p96r0xvkx5sf2alc8dc82w6una894r5df293c59ffpj8pf7hmva5qsrkrn4,144,19,13.26,No,15.92,0
bc1qy8xrt5lshda6kzcgagfxmjdzv48gcmt2jvzc8j,144,19,2.36,No,15.92,0
bc1q9rh2keye5ppw9cw8q43e8fl08mc8ss7xvu3d4j,144,19,15.61,No,15.92,0
1BSN4SrRsmPUogpzxAZAUXFFJH1Dhq1cHz,144,19,6.45,No,15.92,0
bc1ph228qd03zsnr4q2hr5rq76pmvrsnwuqhczt5n0a9vc7g5hadxppsshr2yv,144,19,10.17,No,15.92,0
151x9JB5JkLm35MQTiTW8kP6iSMVnRoFJv,144,19,36.21,No,15.92,0
bc1q848574czcna9xl0pj4ylt5j8nkn769uy5amve3,144,19,48.46,No,15.92,0
bc1qfrxrqn5v5r46fzuvytutuxvcjwgm9ucnna7hq4,144,19,9.13,No,15.92,0
bc1ppacmkkva9q26wrhkejjlcwzeqv68y3sjy5ur8rvnduu04ecu3jlqmyu0ca,144,19,11.7,No,15.92,0
bc1qxrae099areesc25tlu2e7yhcgrlrmz8l6gmplh,144,19,13.35,No,15.92,0
1BvvC9APbA4S18kuzavMmQxA2Ztn8mWYLw,144,19,15.21,No,15.92,0
bc1qp79sgp0pq3hq0kee2rkanjw7tecnsd94qac0jc,144,19,9.55,No,15.92,0
135KNhXurbQGvjfrsv5ZYN9VF1Ei5ZsVhi,144,19,7.4,No,15.92,0
bc1qy2qf65d6l3jkrgadmtkhc487w5zxkyq2d7k8fh,144,19,13.54,No,15.92,0
364WtGFqx4VG1naUTtWetMBCzhcGidV8rz,144,19,44.64,No,15.92,0
38Lqzi4uXir2Uu5E1LJSFh6ebhFfy7q956,144,19,16.23,No,15.92,0
3QnCguNkEeu9PJ7ek8jtWR4vUcMpLd8PC9,144,19,5.65,No,15.92,0
3F1h617isuATp9yT7abL9nPyvw4Whggsay,71,21,13.31,No,15.91,1
1EF8YMNUgr8FpkgYxMN1yTGysKs3RnpYwo,71,21,31.03,No,15.91,1
1CCt9HFDJHWwj6nauacyFAmQPwMU14n8oU,71,21,5.77,No,15.91,1
bc1qjmzn2am8hxdrhzwg6afzuqup865ldpljjld9t3,71,21,3.54,No,15.91,1
3HchawqbZj9gvypqExEWRarSLJqYyUuncd,71,21,17.65,No,15.91,1
14qut3CWAZGmvGmHZJt6aoNAKRjyZSnAfK,71,21,28.52,No,15.91,1
1Cuiky4NwoVKPrECu373p6sh2gfdvvhMmh,71,21,6.8,No,15.91,1
3LzThMXgrxCCB5xqMcMyH2rXrJA3Zd9Ywe,71,21,16.89,No,15.91,1
3FEg4kETnmgyFWWzWodwJGd2WEtRuYxpmp,71,21,13.54,No,15.91,1
bc1qe7y2r22trmyzxr5j46rlet8sed74u6fj9jha0v,71,21,6.97,No,15.91,1
bc1p2lh9ymdh38s50087t8jzqs9amcve2sxezn0v4chzuz8nvh2u73dq98xcns,71,21,28.12,No,15.91,1
1EgRcRAFnUXk1yZGJtYQTzaVvUHqNAQAFN,71,21,10.65,No,15.91,1
bc1qpm6s4ecx4fd567eutttmgpsjgp2xngxppvccs3,71,21,2.1,No,15.91,1
1MFVh1m951JgQxXEVunosxZWjsM1Zo2YKh,71,21,14.49,No,15.91,1
bc1qza09cfkgvy6zcrsqe5kmml0kkzf28xgh54u4h6,71,21,21.52,No,15.91,1
1HDW1wRihCN3wpgjbLADWn2BAYJ2vktV3g,71,21,55.37,Yes,15.91,1
bc1q0cujxlfh2265kwx6gqumqv2f0szyz3xrt38l53,71,21,6.17,No,15.91,1
bc1q56e09en0c7skk78k42qyrgml6lcym9yp887mqk,71,21,11.65,No,15.91,1
1P6hSvuPuMATnYxX9GvUWvKSwebpn8N6NL,71,21,31.71,No,15.91,1
bc1pp573k4zscuh63kk3y5fg9su58j56r7vzzlxgzey77er6zqg4l8ysehm9q0,71,21,4.43,No,15.91,1
12kDKzuqrDAWVVF5qXdy4wzFux2LWwEy6K,71,21,3.93,No,15.91,1
33pS2xheSi5cPmRQp8yK6eYQF28dVZdfbp,51,17,10.05,No,15.87,1
bc1qd7r0kv5h5mwagudyatc4r26vnxlm6h7sla3ftf,51,17,26.83,No,15.87,1
bc1qlqvg8rv9h0ewsx0ky46gpjg2pkl5egftqkvz0u,51,17,3.91,No,15.87,1
13kRDm8JMg8sf8GWm1MPB65aWRsUgGTVkF,51,17,5.99,No,15.87,1
1EvFENoYUYxFt22ZGFxQAZjuWwjypYCqxd,51,17,9.29,No,15.87,1
bc1q6n7568aj59meesk57fphu6nkrsd557vl2a54ju,51,17,19.21,No,15.87,1
bc1q3jx96w6fn82z8g5a2wtuk7aasr6cym0a62cdvr,51,17,12.63,No,15.87,1
bc1pmcs6r38f3vfjsx3uan08c8pqk7lxc0enexhnex2954rl87d5737scawsvc,51,17,25.52,No,15.87,1
1NW7aSog315EnYPrxjeaQ7YxjUw7CuXpxE,51,17,14.46,No,15.87,1
bc1qp3wfyupwu3f6gw3nfr2f0vdtskz6y0xwj6zurv,51,17,3.27,No,15.87,1
1Jn5yinmdmaUTuKK7j2wj6x9cNAfshrnFq,51,17,17.9,No,15.87,1
3FntvAYb29sEu5w3fmnJif4krURoygLgCE,51,17,57.67,Yes,15.87,1
bc1qgvsq3yk0g4zfps3l703t4y2vcm43knhnc47fu0,51,17,3.44,No,15.87,1
bc1q7lfcp4wdy08347dwdezn5xfy6h08z5h9ta387u,51,17,7.3,No,15.87,1
bc1qkd0n5qq8jh6ghx5u6hhmpj9uypehr6m8yvvqp3,51,17,18.33,No,15.87,1
bc1q9ljxph679lpx4e8fk2j3v8nvrvc9fe5fxzf35h,51,17,24.31,No,15.87,1
3LdoJwkLmaSCYAZMPsxCi2ERovk2cZdrXF,51,17,9.71,No,15.87,1
1Nyj47EL32BfV8fddyVcfENTVPQoMQwvn5,11,40,5.58,No,15.85,0
17fheLPjC7LruB1YKEvi1xAtCgkJtewsWQ,11,40,8.64,No,15.85,0
1LFJrLfkaDmq3UboQLtnb8U83Jrc4AnWxH,11,40,45.16,No,15.85,0
1C4F5775kmpjoFNnrnfpgYcVGzbeP96h1b,11,40,17.08,No,15.85,0
39upCACopHcXrftiXLviVxkfuaxtrB5zFJ,11,40,12.33,No,15.85,0
1GUSdq2oG8L1wTqcTjfM6dPtT1qVyFojtU,11,40,13.5,No,15.85,0
bc1qyrapgy7h5rgs05506tq9mtleexlhxgjmy09453,11,40,41.73,No,15.85,0
1N7V1xodrWagAVBevX1BTb1Gt3cxABdfo7,11,40,11.47,No,15.85,0
bc1quwvxrse08vylf076dhvnv8fem9ywq46lykp0ez,11,40,23.27,No,15.85,0
bc1qlnar3uysxf2aymhlntaccmm2wee59pqmfpap6z,11,40,9.96,No,15.85,0
3DQZjuVuyAAKjztfW7X3U6dykDWmn3fQvT,11,40,4.01,No,15.85,0
13XAzA7TewpeKZnm6se2TYGQ13janwjrbT,11,40,3.88,No,15.85,0
bc1pqc3xfx9h7xmmeg4gewmj7hx7w4teld4p2zz780k72ayt26wdg7cseyt33a,11,40,20.77,No,15.85,0
bc1qv7xlcuh69w7s7v27y79rlp7z2ege4rx8y904g2,11,40,30.21,No,15.85,0
3E5KDo4yd1TUscwv5rh8BiopT78QinjbZL,11,40,50.06,No,15.85,0
1HCFZWdkrdNKNzGohGhjzn1mmt7GPgZ3pY,11,40,7.9,No,15.85,0
bc1qcp9vg2u2d3rm22v573th6pmxgwp2k38ht222jz,11,40,20.18,No,15.85,0
16TXwWFhpuAZsjQjZkMqeW7fLNjB8jT9Cj,11,40,1.92,No,15.85,0
39JeFgWbw4Sr5Km282y4qgFfDhfNuuJuff,11,40,22.95,No,15.85,0
bc1pg45m2rykdlc9668jew8t3x2r5y7lfsf04c9kplzn36f38khs59esfzvvyl,11,40,26.99,No,15.85,0
18pKZdNW6ZvoV6DdfiE5Jb9K7vypN5H2wa,11,40,17.25,No,15.85,0
1KE23Gawxqnw6XkBMhXqGGBEMGERctJwZX,11,40,9.72,No,15.85,0
1EMnx9BaQHFxzY3Eb6JqVag1ukytc9vFvG,11,40,8.08,No,15.85,0
bc1qqk886fzjepxnzpxxaqhqdxcmfkf9qsgpjj3sls,11,40,32.63,No,15.85,0
15w5xZFjbDhUzJTqpbof4oLHWePCSBGR4Q,11,40,1.19,No,15.85,0
3N5ToWLCxgQWQyNH6JRhkcWM4fP8AfKnxp,11,40,1.28,No,15.85,0
bc1qm9wap7mh8mv6qudlrh93stxhch8x8w033cfmmg,11,40,3.65,No,15.85,0
bc1q53h9d2ghycwulmrjxvyh8ydc7m4z0hyr2f77w7,11,40,20.34,No,15.85,0
37X93oqwaKRmxv3PiGKfmY4R4GYBFkDukR,11,40,33.57,No,15.85,0
bc1qrzgwg58lyh6cdryvdadv8h2m3nxl34c64vuwv0,11,40,6.09,No,15.85,0
357yDG7dzHgm5ZiBvsmPw4Q7ZxcECzE344,11,40,4.75,No,15.85,0
1P18f7r6mwmUEFr9Ru471DJFgwdJxYaP4b,11,40,6.45,No,15.85,0
16juEYHEiQfEx2EPKFn7PS9EChRepi1fuw,11,40,21.1,No,15.85,0
35GXrua3PFBeGktbKMuVshAA3onoNjRmPC,11,40,19.24,No,15.85,0
1Q9vYXoMbQ2jt89Hsa83ddvM36zDvWDNDk,11,40,16.12,No,15.85,0
1JWAurtiouyjVQ7ZMuJnBRMKoETxMRe5ws,11,40,13.43,No,15.85,0
3GVQ53Bsaq7mnsVuXyifJzHZjPo1yMHSXG,11,40,16.03,No,15.85,0
36Y4XJxxfj4qKgzcG7kJABCgezRobtvwvQ,11,40,3.65,No,15.85,0
364YH5D7Modaru5x9cW5R4EkotjfGkf8Cq,11,40,15.53,No,15.85,0
bc1qucdpejwu8yc3ma4rtnvahx479uvwt3f0fh0yxv,11,40,6.16,No,15.85,0
1DHGD42otN4PcGuh9j6xB2YQ6mZWoquCyh,83,18,2.46,No,15.85,0
1HAscMy5H6xQQaVk5sF4GDAHutinGd8iX1,83,18,15.46,No,15.85,0
bc1qx6ccker5k4ff4jyr4jd4h5zd0qu5gcn9ygdcmm,83,18,30.45,No,15.85,0
bc1q7chpnrl6e070qtv8psngtfj8u4l4macjznwt2l,83,18,39.33,No,15.85,0
32k314CBV7jejkfJp2Z12SKG72YyXgs3xu,83,18,39.81,No,15.85,0
bc1pvz7kj0wmaad69l3nujav3txa9x7nh969599qy73e3m3jcj36tftq3yt3d6,83,18,4.6,No,15.85,0
1F9S1HUUSMnRHavFpuVm3PUjfqpBteSoWA,83,18,4.79,No,15.85,0
bc1qalmjl7g7ehjh0znsjt935hzv3d379hf9vv2lnv,83,18,20.66,No,15.85,0
bc1pxn3h7pzxuz58wqt7qqz6kum6ct9nx2ypw9nzzxvp4cu58k9a48kqq2au4a,83,18,28.33,No,15.85,0
3Etqs7YtfbNmJTuh8FbgWpEbUUvJQBMLCQ,83,18,7.9,No,15.85,0
bc1qrz36xpr0mmtl6jzp2yln5xrzx8l84u0u6j86c3,83,18,7.46,No,15.85,0
16dkhircvUNpvk7eB6sjdkiwxermxZukpR,83,18,15.73,No,15.85,0
1A4Vf9tWFqD5jbKTRPDUTVzHENgsNXxwEh,83,18,21.03,No,15.85,0
bc1q8gsjw5jhjstg7pczc4hpr5wqqqdzkr5zfulqgl,83,18,8.83,No,15.85,0
bc1q2tcwsw2hhakyyc396j7sqhlk0nqr7vq9d7n2w3,83,18,3.28,No,15.85,0
3528vxhKBu9ZwySqwKDKXnwZp2k6aFfvny,83,18,4.59,No,15.85,0
bc1qmk2742qx6mclpnj3nwap3atsl442grm36nydtv,83,18,26.74,No,15.85,0
3QfzAnaNH6Ct7H6m93Enw9gsSHBu3R5z6a,83,18,3.94,No,15.85,0
3HfzKeF3EHZ7FGo7j9XsraAN69QeEiyHGm,111,52,7.65,No,15.68,1
3Abr4MHLmSSsAgpLDYgUwzuzUxtZk93hV5,111,52,14.59,No,15.68,1
33mHC27ocr6xvUsvaeYgppEAdDdXViuE3d,111,52,38.58,No,15.68,1
3991Awqjv1SYwvQTLTNc84gx1uPpZG5ERB,111,52,42.43,No,15.68,1
3Q4TnE5qpABd1zTUHfz8p5pBp1AvmmhzWv,111,52,49.49,No,15.68,1
bc1q60j0va6l0khz7yu83chsgv7057pcnn449zhnjs,111,52,14.54,No,15.68,1
bc1qpxcc72s2v8jpfah6qkrgq7u935pgp3vvdaa9fd,111,52,5.22,No,15.68,1
3KMriK4HuH6EufyBm9bZiU6w3HS8p9WfFS,111,52,23.12,No,15.68,1
1s1VnVNuCGg92bvJqgefyR7uK5vDzWhum,111,52,3.07,No,15.68,1
3KpssiUWZwAAp7h4htMQd93bcj9shBbRY6,111,52,3.88,No,15.68,1
bc1qarxl9c80mknwg97e7gkdz3kd785c65dcx0efaq,111,52,8.45,No,15.68,1
126HAW6oCv4X6nAmy4qPmjsKKtWMHiFwE9,111,52,14.22,No,15.68,1
bc1qhmxhwc5a3vatyucg837zwygvzp2arapuka24vf,111,52,67.67,Yes,15.68,1
bc1qrjwrxg9yx8kr3p47duqzharu0x63skzrlsxaht,111,52,10.5,No,15.68,1
1Bp64wvsFsRMu3ywPDL8KFvuPpLKGCVSZH,111,52,6.77,No,15.68,1
1A5XQ9VPGJQAvh9sDXdK8CCBnMFHjZUfDK,111,52,2.68,No,15.68,1
bc1qa2gxqqe76pcucm0fej26qswwjpmwhn6wyrpmu9,111,52,14.98,No,15.68,1
bc1qncyglfq4vwk8zw7t504axsqw5tecdgzux6r6df,111,52,2.29,No,15.68,1
3MnWhdHwpB3kRGf4G6zchmW7wmNZYTZoBr,111,52,3.63,No,15.68,1
3Er796VMTRpPmiaqhPtd5X2SYvSKffGDSr,111,52,14.28,No,15.68,1
bc1q60fqyek4p9ztxm3vdx3fyufne466g5spxrujw4,111,52,4.46,No,15.68,1
38Bw6aXojumCg9vT7LqmpUU85onyoMvr7X,111,52,46.63,No,15.68,1
1L1YumFUhdkNQeooEYrm2TSFByzYhfp8yd,111,52,40.16,No,15.68,1
33DsaHs9NB8gavPmNn8NXMVgTHhEDsqkbT,111,52,2.16,No,15.68,1
bc1qau95f8mnnp4339qzk7ja4lztw8qmk2d5u9hjrj,111,52,13.4,No,15.68,1
bc1q9lnrh8tauuwnz2f8zgzzqh5gk4aju5mtq778r6,111,52,17.46,No,15.68,1
bc1plqtjdlrgd55pc94wktlfyle5zdarj4k5u4ds2tuvt7dv69uekfyqs6gvmp,111,52,9.89,No,15.68,1
bc1qtrtgewce8xf5kyv3uvv8ppal4kxe4pj3agmxuj,111,52,20.62,No,15.68,1
bc1q933hkcw8wnw076n9nkncnvmz5w929q9jsrseqf,111,52,22.9,No,15.68,1
1JfUfSSz7J5og9smbkRg7QcPt7PC29u3aE,111,52,1.01,No,15.68,1
bc1qw4g4lk3jhukdyje5p025chxsm9tqzzt50e0uht,111,52,1.89,No,15.68,1
1Kyh6XYbdnWr8CTScLonweWNEhtbcootS3,111,52,2.42,No,15.68,1
1HYqqSfVtwDGENq5xQ6P4dMgmqdsHuw4ea,111,52,33.87,No,15.68,1
33eSCQXYqTHPH7kAs88d3vaez8C7wBAKU9,111,52,0.87,No,15.68,1
bc1pqtr58jhq8tl0y3utg2gwky5xzqp76nhcdlxqkaky2p8ctwgv237suxu686,111,52,29.2,No,15.68,1
bc1qtdmmdj57e7aftz9gmkusy4c0x57jdus99v66he,111,52,15.14,No,15.68,1
1HtuHzvvRPi9YjQ1zKX6Py9F66LKKuwqQV,111,52,18.24,No,15.68,1
16wdUnTUrEimS5WMkhjRQuumKgGzA35UsR,111,52,12.12,No,15.68,1
39V6UHQ2mRK57e69xPC4H2jJddmLC7KLZK,111,52,19.71,No,15.68,1
39DwZ48j9Dm4YNpWxEzUgv23JqFNhkngFW,111,52,5.86,No,15.68,1
34rkZRmAZxAGPHUXTQpquHBVEiNqMjg5Bm,111,52,9.37,No,15.68,1
17sfX8WNFpYa7JLjdRPvsV1bFc5kMKZ54G,111,52,7.13,No,15.68,1
1GUB2oi5qeaqYQRVVkwSpa96VNhGVvgYrq,111,52,8.27,No,15.68,1
3Cu4RAMfxuSwe5yijE4i8TZMWkhk9pYYEK,111,52,10.38,No,15.68,1
bc1q6kutlfzvptj0c2cp69z4434jd4rvh07tme2alq,111,52,13.46,No,15.68,1
1NQGmLPJBaW7Prni3c6VXjcsimLPikPVgp,111,52,12.84,No,15.68,1
bc1qryxkgw492v0g57jz435jz5vc506qreq6z3m9gw,111,52,5.02,No,15.68,1
3NuMmoU3Kr7NFpUM95mV84DDXB3PhqcveQ,111,52,6.07,No,15.68,1
3Qjrw1SFvTuVtqgTdbKnSvTKGiRbAEZWtM,111,52,23.98,No,15.68,1
35kkNPrxfTMHWU6Qo7x7hvX43uqgDTBDBC,111,52,31.07,No,15.68,1
1EsMweJvGBNU7DWh5twhNUGQ1pgwefs3Q4,111,52,8.63,No,15.68,1
1Nr46ExrmX5LGfXsk4Ndb7pAEkPgcD7mZt,111,52,13.09,No,15.68,1
bc1qh2qz3cx7uef5lhs7t4qdhfcke45gkjnq7fur7y,181,12,8.31,No,15.61,0
34nKMmBS2BM3q7ZhmjkvrUYjREpkhCVssj,181,12,26.36,No,15.61,0
bc1qd97h7dv7kq5c35clddjrkf5sshreesn6v678pu,181,12,6.73,No,15.61,0
1CEWFKiwNAkEZSEqv5BaiCgPBahXkibT5H,181,12,15.76,No,15.61,0
1Km7pTS6EujFsrzhPasg1KN42pTFJEW9zC,181,12,1.99,No,15.61,0
bc1q90vql7udnrdql84zq2mthf5wjkz2pykjkek5qp,181,12,16.67,No,15.61,0
345GX2QgS3Ju5cccpEU1bEb67BeGciL7oY,181,12,1.83,No,15.61,0
bc1q73ny2lrz4w58fzwpprxs5c0h0u04h8reeca6jv,181,12,20.66,No,15.61,0
17LbAAUk87K4QEXCfHYFeNKj2Q4s4LVkdy,181,12,15.84,No,15.61,0
14h27MifdqeppgHFztCDiTdfbvTsqPYdzW,181,12,37.57,No,15.61,0
1GR9ERa37512rEzMqJ7fd1nLEWFt9L2S2Z,181,12,11.57,No,15.61,0
bc1qjck4q8xcztkdvjgx75rpdv6ryw0j628un6tgqd,181,12,24.04,No,15.61,0
3FpXNruhCkichn13dtGhWWgF9Bh2WaeigF,105,20,15.17,No,15.56,1
1JkTCBbAr9k1hQU3dbY9bYimYUxyVSLjBC,105,20,4.97,No,15.56,1
38vdqEHFWYojxbEtr35QBWMVBKcuudE5C6,105,20,7.42,No,15.56,1
bc1qz5dhnml403w5d4dp7vuucyeh8jk6h925yw4an8,105,20,36.59,No,15.56,1
39DWNDgLChTzJ82HcLA63ENFxm3fUCPYvj,105,20,5.82,No,15.56,1
3DNBdWZcmcrRtgH6sVBKarGpUwB1aeTuHK,105,20,4.99,No,15.56,1
1Eyn1cJygUmKgnDPrSPQ6fr2qjCRQm8Qm7,105,20,10.4,No,15.56,1
bc1q8spdsq434e76hnqtglgcwsm57v0qlhtynpzm82,105,20,28.56,No,15.56,1
bc1q6kgrtwsmpx9eccgz6ksej45juy2dsgl5z6t0gq,105,20,2.5,No,15.56,1
bc1qqzy7vlfagscsxusu3zfa9cg7mwncpa8vgv6sm4,105,20,6.61,No,15.56,1
3PaWAtJSB4ctdTHbmp6YNm9qpSdAeYu9pN,105,20,37.42,No,15.56,1
bc1q6txsum0u077l4gq3jakvna4wfywes7sjpcvcxl,105,20,5.08,No,15.56,1
bc1qal6feu6d8d4w7c0ndg4ue23r937dmfgt9adzjt,105,20,2.83,No,15.56,1
1bdH1o2Fc4PAN75RoS879N51MfQLqccj8,105,20,51.26,No,15.56,1
33q94gmMhRp8V9hKeBczzh8h6oaXPHVYik,105,20,55.34,Yes,15.56,1
1NMEoLiy6VMbskNSV3u2PwmdW2X48jySSg,105,20,1.77,No,15.56,1
194HvnSuhWvdN6qBjwxSxVjjjwD1oEUBZh,105,20,14.32,No,15.56,1
3EsMRuR6kmRMbUAx89wkQ8UQ7Nxf8RU7yV,105,20,7.15,No,15.56,1
1PoDzBi2v4NRmUnY7k9q8HQegLkvsMPzkT,105,20,8.37,No,15.56,1
bc1q9qcy35f5xnxr5lh5enhm3nk7jxys34zsnkgudd,105,20,4.63,No,15.56,1
18wVHC1Ckf3p2QdSpKiY8hfCFpAwahxG9v,151,17,6.07,No,15.49,0
bc1q8w4as9suxlqf7ackpzs6ss93cjp6ka0v7f08lg,151,17,28.67,No,15.49,0
bc1qkkc2c2ed5rv2zcfwp7v40arngprmk4hylcq48l,151,17,13.66,No,15.49,0
bc1qqk0y03jl8yywegdezrzl8jjjkn375t2r6spddv,151,17,35.22,No,15.49,0
bc1q3yerlmfs059fpgxetsdn8yvrn2zmdmeah029nf,151,17,3.25,No,15.49,0
bc1q24h008eaejsppv6h5ndhqaqgejcpt0mx5ulwnk,151,17,7.06,No,15.49,0
bc1qgkvc4d6zqjjhuy9pajkqttufzcvwqkkykc6uen,151,17,15.07,No,15.49,0
